clublink,clubdata,phonenumber,mailaddress,webpage
BSG Gewerbeaußendienst,"BSG Gewerbeaußendienst

     Nangarder Straße 1 

     10409 Berlin",4664932700,stefanwegener(at)arcor(dot)de,null
Yawara Berlin e. V.,"Yawara Berlin e. V.

     Birkbuschstr.4 

     16321 Bernau",17640100841,info(at)yawara(dot)de,www.yawara.de
Förderverein des Golfverbandes Berlin-Brandenburg e. V.,"Förderverein des Golfverbandes Berlin-Brandenburg e. V.

     Forststraße 34 

     12163 Berlin",8236609,info(at)gvbb(dot)de,www.gvbb.de
Inklusivo Verein für Hallenboccia Lichtenberg e.V.,"Inklusivo Verein für Hallenboccia Lichtenberg e.V.

     Schöneicher Str. 9 

     13055 Berlin",null,null,null
Fußballsportverein Fortuna Pankow 46 e.V.,"Fußballsportverein Fortuna Pankow 46 e.V.

     Forchheimer Straße 22 

     13189 Berlin",4719300,info(at)fortunapankow46ev(dot)de,www.fortunapankow(at)46ev(dot)de
Verein zur Rehabilitation Herzinfarktgeschädigter e. V.,"Verein zur Rehabilitation Herzinfarktgeschädigter e. V.

     Assmannshauser Straße 26 

     14197 Berlin",null,null,null
Billardclub Borsigwalde e. V.,"Billardclub Borsigwalde e. V.

     Zabel-Krüger-Damm 22 

     13469 Berlin",4034263,null,www.bc-borsigwalde.de
Spielvereinigung Hellas-Nordwest 04 e. V.,"Spielvereinigung Hellas-Nordwest 04 e. V.

     Straße 70 Nr. 28. Parzelle 1 

     13627 Berlin",1626244214,null,www.hellas-nordwest.de
Tanzsporttrainer Vereinigung,"Tanzsporttrainer Vereinigung

      

      Berlin",null,null,null
Gesundheitssport Weissensee e. V.,"Gesundheitssport Weissensee e. V.

     Langhansstraße 110 

     13086 Berlin",null,null,null
blauer Drache e. V.,"blauer Drache e. V.

     Bolivarallee 8 

     14050 Berlin",1789034842,ly_tuanh87(at)yahoo(dot)de,null
Basketball Club Lichterfelde 85 e. V.,"Basketball Club Lichterfelde 85 e. V.

     Mühlenstr. 5 

     12247 Berlin",0177-4841314,angelika-goergen(at)t-online(dot)de,null
HILALSPOR e. V.,"HILALSPOR e. V.

     Gitschiner Straße 86 

     10969 Berlin",615 88 67,berlinhilalspor(at)web(dot)de,www.hilalsporberlin.de
IBZ e. V. Integratives Beratungszentrum - Verein für systemische Sozialarbeit,"IBZ e. V. Integratives Beratungszentrum - Verein für systemische Sozialarbeit

      

      Berlin",null,null,null
Motorclub HIRSCHGARTEN e.V. (DMV),"Motorclub HIRSCHGARTEN e.V. (DMV)

     Albert-Kuntz-Straße 22 

     12627 Berlin",493029712570,info(at)mc-hirschgarten(dot)com,"www.mc-hirschgarten.com, www.motorrad-biathlon.de"
Askania-Tanzsportclub Berlin e. V.,"Askania-Tanzsportclub Berlin e. V.

     Askanierring 155 

     13585 Berlin",030 3752020,info(at)akania-tsc(dot)de,null
Aero-Club Berlin e. V.,"Aero-Club Berlin e. V.

     Martin-Luther-Straße 60 

     10779 Berlin",23 62 19 80,info(at)aero-club-berlin(dot)de,www.aero-club-berlin.de
City Darts,"City Darts

      

      Berlin",null,null,null
KfW Bankengruppe Ndl Berlin,"KfW Bankengruppe Ndl Berlin

      

      Berlin",null,null,null
Netzwerk Ballfreunde Berlin e. V.,"Netzwerk Ballfreunde Berlin e. V.

     Bernburger Straße 23 

     10963 Berlin",null,frank.selke(at)t-online(dot)de,null
Sportverein Treptow 46 e.V.,"Sportverein Treptow 46 e.V.

     Kiefholzstr. 35 

     12435 Berlin",46601890,vorstand(at)svtreptow46(dot)org,www.svtreptow46.org
Aikido Wartenberg,"Aikido Wartenberg

     Rostocker Straße 20 

     13059 Berlin",92276478,mail(at)r-gliffe(dot)de,www.aikido-wartenberg.de
Sport-Dojo Berlin e. V.,"Sport-Dojo Berlin e. V.

     Boizenburger Straße 6 

     12619 Belin",56290249,wolf-sdb(at)live(dot)de,www.sport-dojo-berlin.de
BMW Motorrad Berlin Sport und Kultur e.V.,"BMW Motorrad Berlin Sport und Kultur e.V.

     Am Juliusturm 14-38 

     13599 Berlin",030-33963180,bernd.degner(at)bmw(dot)de,null
BSG Berliner Gaswerke e. V.,"BSG Berliner Gaswerke e. V.

     Henriette-Herz-Platz 4 

     10178 Berlin",78721330,EPintsch(at)GASAG(dot)de,null
Circulum-Berliner Einrad- und Jonglierverein e. V.,"Circulum-Berliner Einrad- und Jonglierverein e. V.

     Nicolaistraße 42 

     12247 Berlin",57705431,kontakt(at)circulum(dot)de,www.circulum.de
Fußball-Club Horrido 78,"Fußball-Club Horrido 78

     Mühlenstr.24 

     14167 Berlin",0176/81436190,fchorrido4ever(at)gmail(dot)com,null
Borussia Billerbeck,"Borussia Billerbeck

     Nassenheider Weg 20 

     13509 Berlin",86567463,PraesiBillerbeck(at)web(dot)de,www.billerbeck73.de
Sultans e. V.,"Sultans e. V.

     Cauerstraße 15 

     10587 Berlin",1634040407,info(at)sultansev(dot)de,www.sultansev.de
Sportverein Jonat e. V.,"Sportverein Jonat e. V.

     Gleditschstraße 81 

     10823 Berlin",7815694,jonat(at)svjonat(dot)de,svjonat.de
Fallschirmsportgemeinschaft Berlin/Gransee e.V.,"Fallschirmsportgemeinschaft Berlin/Gransee e.V.

     Miningstraße 11 

     12359 Berlin",030 6066875,info(at)fallschirmsport-berlin(dot)de,www.fallschirmsport-berlin.de
Schützengesellschaft Freie Scholle e. V.,"Schützengesellschaft Freie Scholle e. V.

     Schöningstraße 9 

     13349 Berlin",4516294,null,null
Weltraumjogger Berlin e. V.,"Weltraumjogger Berlin e. V.

     Laehrstr. 22 

     14165 Berlin",80588615,vorstand(at)weltraumjogger(dot)de,www.weltraumjogger.de
Siemens Tennis-Klub Blau-Gold 1913 e. V.,"Siemens Tennis-Klub Blau-Gold 1913 e. V.

     Schuckertdamm 345 

     13629 Berlin",38302713,info(at)siemens-tk(dot)de,www.siemens-TK.de
Sport Club Siemensstadt Berlin e. V.,"Sport Club Siemensstadt Berlin e. V.

     Buolstr.14 

     13629 Berlin",38002-12,info(at)scs-berlin(dot)de,www.scs-berlin.de
Motor-Boot-Club Berlin e. V.,"Motor-Boot-Club Berlin e. V.

     Hauptstraße 70 

     12159 Berlin",852 20 70,post(at)mbc-berlin(dot)de,www.mbc-berlin.de
Sportverein Norden-Nordwest 98 e. V. Berlin,"Sportverein Norden-Nordwest 98 e. V. Berlin

     Brunnenstraße 74 

     13355 Berlin",null,nnw98(at)kabelmail(dot)de,sv-nnw98.de
"RuSV ""Fit fürs Pferd"" e. V.","RuSV ""Fit fürs Pferd"" e. V.

     Zeißpfad 24 

     12305 Berlin",null,null,kontakt(at)fitfuerspferd(dot)de
Badminton-Club Eintracht Südring im BSC Eintracht Südring e. V.,"Badminton-Club Eintracht Südring im BSC Eintracht Südring e. V.

     Kitzingstr. 21 

     12277 Berlin",17620785838,AndreasKaemmer(at)gmx(dot)de,www.eintracht-suedring.de
Friedrichshagener Volleyballverein,"Friedrichshagener Volleyballverein

     Gelnitzstraße 11 

     12555 Berlin",6515366,null,null
VolleyTeam Berlin e. V.,"VolleyTeam Berlin e. V.

     Hausburgstraße 20 

     10249 Berlin",91742917,info(at)volleyteam-berlin(dot)de,null
Sport-Club Eichkamp,"Sport-Club Eichkamp

     Appenzeller Straße 15 

     12205 Berlin",8178145,null,null
Polar Pinguin Berlin e. V.,"Polar Pinguin Berlin e. V.

     Neuhofer Str. 111 

     12355 Berlin",0176/81152218,polar-pinguin(at)gmx(dot)de,null
Verein für Rollstuhlsport Berlin e. V.,"Verein für Rollstuhlsport Berlin e. V.

      

      Berlin",null,null,null
S. V. Semper Berlin e. V.,"S. V. Semper Berlin e. V.

     Alt-Britz 31/33 

     12359 Berlin",030-62008911,null,svsemperberlin.de
Qwan Ki Do Berlin-Mitte e. V.,"Qwan Ki Do Berlin-Mitte e. V.

     Kurfürstenstraße 39 

     12249 Berlin",89613811,info(at)qwankidoberlinmitte(dot)de,www.qwankidoberlinmitte.de
Fußball Club Ginga,"Fußball Club Ginga

     Selchower Straße 20 

     12049 Berlin",6229082,a-kaou(at)t-online(dot)de,www.fc-ginga.de
Sportverein 'Immergrün' e. V.,"Sportverein 'Immergrün' e. V.

     Spiekermannstraße 15 

     13189 Berlin",4781727,null,null
Turn- und Sportgemeinschaft am Kienberg,"Turn- und Sportgemeinschaft am Kienberg

     Goethestr. 29 

     15370 Fredersdorf",0170/3398029,EckhardtWilde(at)gmx(dot)de,null
Motor-Yacht-Club Tegel e. V.,"Motor-Yacht-Club Tegel e. V.

     Letschiner Weg 14 

     13509 Berlin",4338985,reitze.windhoff.vb.berlin(at)t-online(dot)de,www.myc-tegel.de
Berlin Australian Football Club e. V.,"Berlin Australian Football Club e. V.

     Bundesallee 127 

     12161 Berlin",1783587121,info(at)berlin-crocodiles(dot)de,berlin-crocodiles.de
Goju-Ryu Karate Verein Tsunami Berlin e. V.,"Goju-Ryu Karate Verein Tsunami Berlin e. V.

     Bernstorffstr. 4 

     13507 Berlin",76703467,tsb-gs(at)tsunami-berlin(dot)de,www.tsunami-berlin.de
Free Style Karate Süd e. V.,"Free Style Karate Süd e. V.

      

      Berlin",null,null,null
SG Gasturbinenwerk Berlin e.V.,"SG Gasturbinenwerk Berlin e.V.

     Huttenstraße 12 

     10553 Berlin",1709758581,christian.perseke(at)siemens(dot)com,null
Segel-Kameradschaft-Berlin e. V.,"Segel-Kameradschaft-Berlin e. V.

     Limastraße 22 

     14163 Berlin",8015384,vorstand(at)skb-ev(dot)de,skb-ev.de
Jagd-Schieß-Club Berlin e. V.,"Jagd-Schieß-Club Berlin e. V.

     Am Löwentor 11 

     14109 Berlin",0172-5455773,felix.hohl-radke(at)fu-berlin(dot)de,www.jscb.de
Spandau Bulldogs e. V.,"Spandau Bulldogs e. V.

     Falkenseer Chaussee 280 

     13583 Berlin",17648880020,info(at)spandau-bulldogs(dot)de,www.spandau-bulldogs.de
Reit- und Fahrverein im Diakoniezentrum Heiligensee e. V.,"Reit- und Fahrverein im Diakoniezentrum Heiligensee e. V.

     Diakonieweg 6 

     13503 Berlin",4316099,uthnz(at)aol(dot)com,www.rufd-heiligensee.de
BSG Marathon,"BSG Marathon

      

      Berlin",null,null,null
BSG Die Optimisten,"BSG Die Optimisten

     Werderstraße 12 b 

     13587 Berlin",493026714137,b-zille(at)web(dot)de,www.thomas-stanzel.de
BSG Bezirksamt Hellersdorf,"BSG Bezirksamt Hellersdorf

     Heinrichstr. 20c 

     10317 Berlin",510 64 781,thomasweiss77(at)t-online(dot)de,null
SC Kang Berlin e. V.,"SC Kang Berlin e. V.

     Kopenhagener Straße 77 

     10437 Berlin",1608129323,sc.kang.Berlin(at)gmail(dot)com,www.sckang.taekwondo-berlin.com
Capoeira Senzala Berlin e. V.,"Capoeira Senzala Berlin e. V.

     Uckermünder Straße 15 

     10439 Berlin",44717843,info(at)capoeira-senzala(dot)eu,http://www.capoeira-senzala.eu
Verein der Mitglieder der Baltischen Segler-Vereinigung e. V.,"Verein der Mitglieder der Baltischen Segler-Vereinigung e. V.

     Am Großen Wannsee 20 

     14109 Berlin",8051761,klausbrehme(at)web(dot)de,null
BSV 1892 Britannia,"BSV 1892 Britannia

      

      Berlin",null,null,null
TSV Buch e. V.,"TSV Buch e. V.

     Paul-Singer-Str. 7 

     16548 Glienicke/Nordbahn",0151-252 147 05,lps.schneider(at)gmx(dot)de,null
PTB,"PTB

      

      Berlin",null,null,null
Turnverein Friesen 1865 e. V.,"Turnverein Friesen 1865 e. V.

     Luitpoldstraße 14 

     10781 Berlin",2112505,info(at)tvfriesen(dot)de,www.tvfriesen.de
Royal Dance Berlin e. V.,"Royal Dance Berlin e. V.

     Urselweg 3 

     14163 Berlin",80585212,hauie007(at)hotmail(dot)com,www.royal-dance-berlin.de
Medico Physio e. V.,"Medico Physio e. V.

      

      Berlin",null,null,null
Spandauer Judo-Club e. V.,"Spandauer Judo-Club e. V.

     Keithstraße 2 -4  

     10787 Berlin",null,mail(at)spandauer-judo-club(dot)de,www.spandauer-judo-club.de
BSG Solling-Oberschule,"BSG Solling-Oberschule

     Krusauer Straße 44a 

     12305 Berlin",1738657775,s.vongarnier(at)walslebe(dot)de,null
Sportgemeinschaft Rotation Prenzlauer Berg e. V.,"Sportgemeinschaft Rotation Prenzlauer Berg e. V.

     Sredzkistraße 8 

     10435 Berlin",4239880,sportbuero(at)gmx(dot)de,www.sgrpb.de
IBBA e. V. Internationale Berliner Basketball Akademie,"IBBA e. V. Internationale Berliner Basketball Akademie

     Heinrich-Zille-Straße 32 

     14352 Stahnsdorf",3329697496,info(at)ibba(dot)info,www.ibba.info
Versehrten Sport Verein Spandau e. V.,"Versehrten Sport Verein Spandau e. V.

     Seegefelder Weg 406 a 

     13591 Berlin",3679109,mschierenberg(at)web(dot)de,vsv-spandau(at)alice(dot)de
Mariendorfer Hockey-Club 1931 e. V.,"Mariendorfer Hockey-Club 1931 e. V.

     Mohriner Allee 112 f 

     12347 Berlin",703 45 84,angelikaorlob(at)aol(dot)de,www.mariendorfer-hc.de
Heiligenseer Kanu-Club e. V.,"Heiligenseer Kanu-Club e. V.

     Hennigsdorfer Straße 125-135 

     13503 Berlin",431 87 81,hkc-berlin(at)web(dot)de,heiligenseer-kanu-club.de
Cold Chill Darts Berlin e. V.,"Cold Chill Darts Berlin e. V.

     Wehrmaten 78 

     12529 Schönefeld",null,null,null
BSG Bezirksamt Tiergarten,"BSG Bezirksamt Tiergarten

     Schrockstraße 29 

     14165 Berlin",15125049519,null,null
BSG Eltec-KG e. V.,"BSG Eltec-KG e. V.

     Voltastraße 1 

     13629 Berlin",null,null,null
Schachfreunde Friedrichshagen,"Schachfreunde Friedrichshagen

     Frankenbergstraße 2 

     12589 Berlin",89203075,null,null
Jing Wu Arts e. V.,"Jing Wu Arts e. V.

     Elfriede-Kuhr-Str. 20 

     12355 Berlin",17632035694,info(at)jing-wu-arts-berlin(dot)de,www.kampf-kunst-berlin.de
Deutscher Basketballverein Charlottenburg e.V.,"Deutscher Basketballverein Charlottenburg e.V.

     Bayernallee 47 

     14052 Berlin",80616611,geschaeftsstelle(at)dbv-charlottenburg(dot)de,www.dbv-charlottenburg.de
Pink Panthers Berlin e. V.,"Pink Panthers Berlin e. V.

     Guntherstr. 6 

     10365 Berlin",93026525,PP_93(at)web(dot)de,null
Hall of Famers e. V.,"Hall of Famers e. V.

     Mariannenstr. 18 

     10999 Berlin",null,null,hall-of-famers.de
Spielsystem Berlin e.V.,"Spielsystem Berlin e.V.

     Gartenstraße 3 a 

     10115 Berlin",1795227325,armin.weiser(at)gmail(dot)com,null
Sportverein Empor Köpenick e. V.,"Sportverein Empor Köpenick e. V.

     Kietz 18 

     12557 Berlin",6516460,svemporkoepenick(at)t-online(dot)de,www.svemporkoepenick.de
FC Sparta Berlin e. V.,"FC Sparta Berlin e. V.

     Billy-Wilder-Promenade 45 

     14167 Berlin",1788105430,null,null
Segel-Club Frithjof-Haveleck e. V.,"Segel-Club Frithjof-Haveleck e. V.

     Tegelorter Ufer 34 

     13599 Berlin",4314827,vorstand(at)scf-h(dot)de,www.scf-h.de
Volleyballclub Altglienicke e. V.,"Volleyballclub Altglienicke e. V.

     Sebaldweg 31 

     12524 Berlin",1742578378,mariechen-f(at)gmx(dot)de,null
Sportschützen Sandhausen/Wannsee e. V.,"Sportschützen Sandhausen/Wannsee e. V.

     Schulzendorfer Straße 20 

     13503 Berlin",4316160,rene-reuter(at)gmx(dot)net,null
Berliner Gesundheitssport e. V.,"Berliner Gesundheitssport e. V.

     Colditzstraße 33 

     12099 Berlin",7035022,Berliner.Gesundheitssport(at)web(dot)de,www.Berliner-Gesundheitssport.de
Motorwassersportclub Berlin Grünau e. V.,"Motorwassersportclub Berlin Grünau e. V.

     Windwallstraße 1 

     12527 Berlin",1736470619,vorsitzender(at)mc-gruenau(dot)de,www.mc-gruenau.de
Sport-Vereinigung Dresdenia Berlin e. V.,"Sport-Vereinigung Dresdenia Berlin e. V.

     Koppenstr.93 

     10243 Berlin",2653-3103,martin.ma.schmidt(at)commerzbank(dot)com,null
Schülerruderverband Berlin e. V.,"Schülerruderverband Berlin e. V.

     Regattastraße 245 

     12527 Berlin",67891325,info(at)srv-berlin(dot)de,www.srv-berlin.de
Schützenclub Berlin-Mitte e. V.,"Schützenclub Berlin-Mitte e. V.

     Eichhorster Weg 20 

     13435 Berlin",null,info(at)sc-berlin-mitte(dot)de,www.sc-berlin-mitte.de
Physiosport Berlin e. V.,"Physiosport Berlin e. V.

     Blankenburger Weg 2 a 

     13127 Berlin",null,physiosport-berlin(at)gmx(dot)de,null
Berliner Kanu-Club Borussia e. V.,"Berliner Kanu-Club Borussia e. V.

     Gabelweihstraße 2 A 

     13505 Berlin",45025888,chantrain(at)t-online(dot)de,bkc-borussia.de
Fußball und Begegnung e. V.,"Fußball und Begegnung e. V.

     Mainzer Str. 58 

     12053 Berlin",55 208 121,info(at)discoverfootball(dot)de,www.discoverfootball.de
Berliner Fußball-Club Südring e. V.,"Berliner Fußball-Club Südring e. V.

     Lobeckstraße 63 

     10969 Berlin",null,bfc.suedring(at)arcor(dot)de,www.bfc-südring.berlin
VCB Vespa-Club Berlin e. V. (ADAC),"VCB Vespa-Club Berlin e. V. (ADAC)

     Nunsdorfer Ring 15 

     12277 Berlin",33793228820,vcb(at)vcb-motorsport(dot)de,www.vcb-motorsport.de
Behinderten- und Breitensport Jeff Ross e. V.,"Behinderten- und Breitensport Jeff Ross e. V.

      

      Berlin",null,null,null
Berlin Thunderbirds e. V.,"Berlin Thunderbirds e. V.

     Dessauerstraße 25 

     12249 Berlin",84707516,verein(at)berlinthunderbirds(dot)de,www.berlinthunderbirds.de
Luftsportclub Interflug Berlin e.V.,"Luftsportclub Interflug Berlin e.V.

     Am Hirschwechsel 14 

     15344 Strausberg",0172 2788516,erster.vorsitzender(at)lsc-interflug-berlin(dot)de,http://www.segelflug-berlin.de
Kickerinhas e. V.,"Kickerinhas e. V.

     Rochowstraße 7 

     10245 Berlin",null,null,null
VOVINAM Berlin e. V.,"VOVINAM Berlin e. V.

     Singerstraße 20 

     10243 Berlin",0172-933 76 87,vovinamberlin(at)yahoo(dot)de,null
Berliner Turnsport-Verein 1911 e. V.,"Berliner Turnsport-Verein 1911 e. V.

     Schönholzer Weg 14 

     13158 Berlin",null,handball(at)tus1911(dot)de,www.tus1911.de
Berliner Sommerbiathlon Verein 1991 e. V.,"Berliner Sommerbiathlon Verein 1991 e. V.

     Wilhelmshavener Str. 62 

     10551 Berlin",27596188,monika.liedtke(at)gmx(dot)net,null
Eisenbahnsportverein Lok Berlin-Schöneweide e. V.,"Eisenbahnsportverein Lok Berlin-Schöneweide e. V.

     Adlergestell 143 

     12439 Berlin",29727324,Lok.Schoeneweide(at)Berlin(dot)de,www.esvlokschoeneweide.de
SC Drehscheibe e. V.,"SC Drehscheibe e. V.

     Binzstraße 61 c 

     13189 Berlin",(030) 21607282,sc_drehscheibe2001(at)yahoo(dot)de,www.sc-drehscheibe.de
Türkbasket Göktürk Berlin e. V.,"Türkbasket Göktürk Berlin e. V.

     Böckhstraße 30 

     10967 Berlin",null,null,null
1. Volleyball-Club Berlin e. V.,"1. Volleyball-Club Berlin e. V.

     Menzelstraße 18 

     12157 Berlin",855 30 83,f-jleigers(at)t-online(dot)de,null
Surfers Connection Berlin e. V.,"Surfers Connection Berlin e. V.

     Olympische Straße 17 

     14052 Berlin",3046667,scbonline(at)web(dot)de,www.surfers-connection-berlin.de
Schützenverein Pharma e. V.,"Schützenverein Pharma e. V.

     Waldowstr. 41 

     13403 Berlin",null,null,null
Bucher Schützenfreunde,"Bucher Schützenfreunde

      

      Berlin",null,null,null
Budokan Judo-Karate-Club e. V.,"Budokan Judo-Karate-Club e. V.

     Am Berghang 16 

     14089 Berlin",24356914,kontakt(at)budokan-jkc(dot)de,www.budokan-jkc.de
Sport- und Kultur-Verein Alegria - Combat e. V.,"Sport- und Kultur-Verein Alegria - Combat e. V.

     Neuchateller Straße 8 

     12203 Berlin",01736202257 oder 54826505,uli(at)capoeiraberlin(dot)de,www.capoeira-berlin.de
Chicara Berlin e. V.,"Chicara Berlin e. V.

      

      Berlin",null,null,null
Schützenverein 'Schönholzer Heide' e. V.,"Schützenverein 'Schönholzer Heide' e. V.

     Oderberger Straße 23 

     10435 Berlin",0176 44692051,svsh(at)freenet(dot)de,www.svsh.org
Segel-Club Fraternitas 1891 e. V.,"Segel-Club Fraternitas 1891 e. V.

     Wendenschlossstraße 378 

     12557 Berlin",6515858,info(at)scf1891(dot)de,www.scfraternitas1891.de
Berliner Tennis-Club 1904 Grün-Gold e. V.,"Berliner Tennis-Club 1904 Grün-Gold e. V.

     Paradestraße 28 - 32 

     12101 Berlin",7864030,info(at)gruen-gold(dot)de,www.gruen-gold.de
Gymnastik-Club e. V.,"Gymnastik-Club e. V.

     Anklamer Straße 4 

     15366 Neuenhagen",334221410,gabriele.hechel(at)stadagmbh(dot)de,null
Judo Club HATA e. V.,"Judo Club HATA e. V.

     Am Buschfeld 6 

     12353 Berlin",6054353,null,null
Hertha BSC e. V.,"Hertha BSC e. V.

     Hanns-Braun-Straße 

     14053 Berlin",300 928 503,regina.machnick(at)herthabsc(dot)de,www.herthabsc.de
Lebensnah e.V.,"Lebensnah e.V.

     Jessnerstr. 54 

     10247 Berlin",null,null,null
Tischtennissportfreunde Schöneberg,"Tischtennissportfreunde Schöneberg

     Oranienburger Straße 155 

     13437 Berlin",403 30 40,mail(at)tsfschoeneberg(dot)de,www.tsfschoeneberg.de
Zeltsportverein Seddiner Zeltler Köpenick,"Zeltsportverein Seddiner Zeltler Köpenick

     AmBrodersen Garten 8 

     12683 Berlin",+49 (0177) 8627255,wolfgang.heinz(at)berlin-airport(dot)de,http://www.zeltplatz-kuhle-wampe.de/index.html
Turn- und Sportverein Eiche Köpenick e. V.,"Turn- und Sportverein Eiche Köpenick e. V.

     Wendenschloßstraße 6 

     12559 Berlin",0151 - 12 60 33 19,null,www.eiche-koepenick.de
Catamaran- und Surfclub Müggelsee e. V.,"Catamaran- und Surfclub Müggelsee e. V.

     Schillerstraße 14 

     16562 Hohen Neuendorf (Bergfelde)",3303216866,vorstand(at)cscm(dot)de,www.cscm.de
Sportfreunde Charlottenburg-Wilmersdorf 03 e. V.,"Sportfreunde Charlottenburg-Wilmersdorf 03 e. V.

     Wildpfad 3 

     14193 Berlin",609809920,vorstand(at)sportfreunde-cw(dot)de,www.sportfreunde-cw.de
